ticker,count,Company,from_date,to_date,stock
IRBT,44,iRobot Corporation - Common Stock,2012-10-24,2022-05-05,NASDAQ
WSO,44,"Watsco, Inc. Common Stock",2012-10-25,2023-04-20,NYSE
HP,44,"Helmerich & Payne, Inc. Common Stock",2012-11-15,2023-04-27,NYSE
CW,44,Curtiss,2013-02-21,2023-05-05,NYSE
DLB,44,Dolby Laboratories Common Stock,2012-11-08,2023-05-06,NYSE
LL,44,"Lumber Liquidators Holdings, Inc Common Stock",2012-10-24,2023-05-08,NYSE
URI,44,"United Rentals, Inc. Common Stock",2012-10-17,2023-04-27,NYSE
MTRX,44,Matrix Service Company - Common Stock,2012-11-09,2023-05-14,NASDAQ
REG,44,Regency Centers Corporation - Common Stock,2012-11-08,2023-05-05,NYSE
NTGR,44,"NETGEAR, Inc. - Common Stock",2012-10-25,2023-04-26,NASDAQ
UDR,44,"UDR, Inc. Common Stock",2012-10-29,2023-04-27,NYSE
BF.B,44,Brown Forman Inc Class B Common Stock,2012-12-05,2023-06-08,NYSE
SUUIF,44,SUUIF,2013-05-03,2023-05-14,OTC
DE,44,Deere & Company Common Stock,2012-11-21,2023-05-19,NYSE
SOHU,44,Sohu.com Limited  - American Depositary Shares,2012-11-05,2023-05-15,NASDAQ
CLNE,44,Clean Energy Fuels Corp. - Common Stock,2012-11-05,2023-05-09,NASDAQ
TPC,44,Tutor Perini Corporation Common Stock,2012-11-01,2023-05-05,NYSE
LYV,44,"Live Nation Entertainment, Inc. Common Stock",2013-02-26,2023-05-04,NYSE
GBCI,44,GBCI,2013-01-25,2023-04-21,NASDAQ
BPOP,44,"Popular, Inc. - Common Stock",2012-10-19,2023-04-26,NASDAQ
RGA,44,"Reinsurance Group of America, Incorporated Common Stock",2012-10-18,2023-05-05,NYSE
HURN,44,Huron Consulting Group Inc. - Common Stock,2013-02-20,2023-05-02,NASDAQ
WEC,44,Wisconsin Energy Corporation Common Stock,2012-10-31,2023-05-01,NYSE
VSH,44,"Vishay Intertechnology, Inc. Common Stock",2012-10-30,2023-05-10,NYSE
AVY,44,Avery Dennison Corporation Common Stock,2012-10-24,2023-04-26,NYSE
RRGB,44,"Red Robin Gourmet Burgers, Inc. - Common Stock",2013-02-19,2023-05-24,NASDAQ
PENN,44,"PENN Entertainment, Inc. - Common Stock",2012-10-18,2023-05-04,NASDAQ
HOG,44,Harley,2012-10-23,2023-04-27,NYSE
ABM,44,ABM Industries Incorporated Common Stock,2013-03-05,2023-06-06,NYSE
GSL,44,Global Ship Lease Inc New Class A Common Shares,2012-11-14,2023-05-10,NYSE
NUE,44,Nucor Corporation Common Stock,2012-10-18,2023-04-20,NYSE
CROX,44,"Crocs, Inc. - Common Stock",2012-10-24,2023-04-27,NASDAQ
AIZ,44,"Assurant, Inc. Common Stock",2012-10-25,2023-05-03,NYSE
SBAC,44,SBA Communications Corporation - Class A Common Stock,2012-11-06,2023-05-01,NASDAQ
ABG,44,Asbury Automotive Group Inc Common Stock,2013-02-19,2023-04-25,NYSE
GEVO,44,"Gevo, Inc. - Common Stock",2012-10-30,2023-05-10,NASDAQ
DHX,44,"Dice Holdings, Inc. Common Stock",2013-01-30,2023-05-10,NYSE
CAKE,44,The Cheesecake Factory Incorporated - Common Stock,2012-10-24,2023-05-10,NASDAQ
G,44,Genpact Limited Common Stock,2012-11-01,2023-05-10,NYSE
TTI,44,"Tetra Technologies, Inc. Common Stock",2013-03-01,2023-05-02,NYSE
OTEX,44,Open Text Corporation - Common Shares,2012-10-31,2023-05-04,NASDAQ
VRA,44,"Vera Bradley, Inc. - Common Stock",2012-12-05,2023-06-08,NASDAQ
DBD,44,"Diebold, Incorporated Common Stock",2012-10-25,2023-05-03,NYSE
CPT,44,Camden Property Trust Common Stock,2012-11-02,2023-04-28,NYSE
ST,44,Sensata Technologies Holding N.V. Ordinary Shares,2013-01-30,2023-04-25,NYSE
WEN,44,Wendy's Company (The) - Common Stock,2012-11-08,2023-05-10,NASDAQ
NWE,44,NorthWestern Corporation - Common Stock,2013-04-25,2023-05-01,NYSE
MDC,44,"M.D.C. Holdings, Inc. Common Stock",2012-11-01,2023-05-02,NYSE
HBAN,44,Huntington Bancshares Incorporated - Common Stock,2012-10-18,2023-04-20,NASDAQ
FDX,44,FedEx Corporation Common Stock,2012-12-19,2023-03-16,NYSE
NYCB,44,"New York Community Bancorp, Inc. Common Stock",2013-02-12,2023-04-28,NYSE
CMC,44,Commercial Metals Company Common Stock,2012-10-24,2023-03-23,NYSE
MNK,44,Mallinckrodt plc Ordinary Shares,2014-01-15,2023-05-09,NYSE
IRWD,44,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",2012-11-15,2023-05-06,NASDAQ
ALV,44,"Autoliv, Inc. Common Stock",2012-10-23,2023-04-21,NYSE
GNTX,44,Gentex Corporation - Common Stock,2012-10-23,2023-04-28,NASDAQ
FTK,44,"Flotek Industries, Inc. Common Stock",2012-11-08,2023-05-09,NYSE
GWRE,44,"Guidewire Software, Inc. Common Stock",2012-11-28,2023-06-01,NYSE
HZNP,44,Horizon Therapeutics Public Limited Company - Ordinary Shares,2012-11-13,2022-11-02,NASDAQ
IART,44,Integra LifeSciences Holdings Corporation - Common Stock,2013-02-21,2023-04-26,NASDAQ
CLB,44,Core Laboratories N.V. Common Stock,2012-10-18,2023-04-27,NYSE
OSIS,44,"OSI Systems, Inc. - Common Stock",2012-10-23,2023-04-30,NASDAQ
LAD,44,"Lithia Motors, Inc. Common Stock",2012-10-24,2023-04-19,NYSE
OSK,44,Oshkosh Corporation (Holding Company)Common Stock,2012-10-26,2023-04-27,NYSE
NJR,44,NewJersey Resources Corporation Common Stock,2013-02-07,2023-05-05,NYSE
TDC,44,Teradata Corporation Common Stock,2012-11-01,2023-05-04,NYSE
SON,44,Sonoco Products Company Common Stock,2012-10-18,2023-05-02,NYSE
BCOV,44,Brightcove Inc. - Common Stock,2012-11-01,2023-05-03,NASDAQ
MG,44,Mistras Group Inc Common Stock,2013-01-09,2023-05-06,NYSE
CLF,44,Cliffs Natural Resources Inc Common Stock,2012-10-25,2023-04-25,NYSE
D,44,"Dominion Resources, Inc. Common Stock",2012-10-25,2023-05-05,NYSE
GLP,44,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,2012-11-08,2023-05-05,NYSE
JKHY,44,"Jack Henry & Associates, Inc. - Common Stock",2012-11-01,2023-05-03,NASDAQ
UIS,44,Unisys Corporation New Common Stock,2012-10-23,2023-05-03,NYSE
VOXX,44,VOXX International Corporation - Class A Common Stock,2013-01-10,2023-05-16,NASDAQ
LAZ,44,"Lazard LTD. Lazard, LTD. Class A Common Stock",2012-10-25,2023-04-28,NYSE
LULU,44,lululemon athletica inc. - Common Stock,2012-12-06,2023-06-01,NASDAQ
BR,44,"Broadridge Financial Solutions, Inc.Common Stock",2012-11-06,2023-05-02,NYSE
HSY,44,The Hershey Company Common Stock,2012-10-25,2023-04-27,NYSE
EHTH,44,"eHealth, Inc. - Common Stock",2013-02-15,2023-05-09,NASDAQ
IPGP,44,IPG Photonics Corporation - Common Stock,2012-10-31,2023-05-02,NASDAQ
BKE,44,"Buckle, Inc. (The) Common Stock",2012-11-15,2023-05-26,NYSE
AMCX,44,AMC Networks Inc. - Class A Common Stock,2013-02-26,2023-05-09,NASDAQ
CENX,44,Century Aluminum Company - Common Stock,2012-11-01,2023-05-08,NASDAQ
SWIR,44,SWIR,2012-11-01,2023-03-29,
ANGO,44,"AngioDynamics, Inc. - Common Stock",2013-01-03,2023-03-30,NASDAQ
FNV,44,Franco,2012-11-08,2023-05-03,NYSE
EDVMF,44,EDVMF,2013-03-31,2023-05-06,OTC
VLY,44,Valley National Bancorp - Common Stock,2012-10-26,2023-04-28,NYSE
CHS,44,"Chico's FAS, Inc. Common Stock",2012-11-20,2023-06-06,NYSE
PSEC,44,Prospect Capital Corporation - Closed End Fund,2012-11-09,2023-05-10,NASDAQ
MVIS,44,"MicroVision, Inc. - Common Stock",2012-11-05,2023-05-09,NASDAQ
UNH,44,UnitedHealth Group Incorporated Common Stock,2013-01-17,2023-04-14,NYSE
CNQ,44,Canadian Natural Resources Limited Common Stock,2012-11-08,2023-05-04,NYSE
PKIUF,44,PKIUF,2013-02-26,2023-05-06,OTC
GPI,44,"Group 1 Automotive, Inc. Common Stock",2013-02-19,2023-04-26,NYSE
QUAD,44,"Quad Graphics, Inc Class A Common Stock",2013-03-05,2023-05-03,NYSE
CRK,44,"Comstock Resources, Inc. Common Stock",2012-10-30,2023-05-03,NYSE
IRDM,44,Iridium Communications Inc - Common Stock,2012-11-01,2023-04-20,NASDAQ
IDXX,44,"IDEXX Laboratories, Inc. - Common Stock",2012-10-19,2023-05-02,NASDAQ
KLIC,44,"Kulicke and Soffa Industries, Inc. - Common Stock",2012-11-08,2023-05-04,NASDAQ
DRH,44,Diamondrock Hospitality Company Common Stock,2013-03-01,2023-05-05,NYSE
CBRL,44,"Cracker Barrel Old Country Store, Inc. - Common Stock",2012-11-29,2023-06-06,NASDAQ
MMSI,44,"Merit Medical Systems, Inc. - Common Stock",2013-02-22,2023-04-26,NASDAQ
SEIC,44,SEI Investments Company - Common Stock,2012-10-24,2023-04-20,NASDAQ
WETF,44,WETF,2012-10-26,2022-10-28,
GAIN,44,Gladstone Investment Corporation - Business Development Company,2012-10-30,2023-05-11,NASDAQ
HAE,44,Haemonetics Corporation Common Stock,2013-01-30,2023-05-11,NYSE
CNK,44,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",2012-11-06,2023-05-05,NYSE
MATX,44,"Matson, Inc. Common Stock",2012-11-07,2023-05-04,NYSE
BDC,44,Belden Inc Common Stock,2013-02-07,2023-05-03,NYSE
DHT,44,"DHT Holdings, Inc.",2012-10-24,2023-05-04,NYSE
MKSI,44,"MKS Instruments, Inc. - Common Stock",2012-10-25,2023-05-04,NASDAQ
GPC,44,Genuine Parts Company Common Stock,2012-10-18,2023-04-20,NYSE
HXL,44,Hexcel Corporation Common Stock,2012-10-23,2023-04-25,NYSE
PWR,44,"Quanta Services, Inc. Common Stock",2012-10-31,2023-05-04,NYSE
LEG,44,"Leggett & Platt, Incorporated Common Stock",2012-10-30,2023-05-02,NYSE
TGI,44,"Triumph Group, Inc. Common Stock",2012-10-31,2023-05-17,NYSE
AUY,44,Yamana Gold Inc. Ordinary Shares (Canada),2012-10-30,2022-10-28,NYSE
HRL,44,Hormel Foods Corporation Common Stock,2012-11-20,2023-06-01,NYSE
EXR,44,Extra Space Storage Inc Common Stock,2012-10-30,2023-05-03,NYSE
ATRO,44,Astronics Corporation - Common Stock,2013-02-05,2023-05-13,NASDAQ
MEOH,44,Methanex Corporation - Common Stock,2012-10-27,2023-04-28,NASDAQ
PNR,44,Pentair plc. Ordinary Share,2012-11-01,2023-04-27,NYSE
BAH,44,Booz Allen Hamilton Holding Corporation Common Stock,2012-10-31,2023-05-26,NYSE
CGEN,44,Compugen Ltd. - Ordinary Shares,2012-11-05,2023-05-15,NASDAQ
ORA,44,"Ormat Technologies, Inc. Common Stock",2012-11-07,2023-05-10,NYSE
CAR,44,"Avis Budget Group, Inc. - Common Stock",2012-11-02,2023-05-02,NASDAQ
COO,44,"Cooper Companies, Inc. (The) Common Stock",2012-12-06,2023-06-01,NYSE
NTES,44,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",2012-11-15,2023-05-25,NASDAQ
RL,44,Ralph Lauren Corporation Common Stock,2012-11-02,2023-05-25,NYSE
BOOM,44,DMC Global Inc. - Common Stock,2012-10-30,2023-05-06,NASDAQ
NYT,44,New York Times Company (The) Common Stock,2012-10-25,2023-05-10,NYSE
AAN,44,"Aaron's, Inc. Common Stock",2012-10-26,2023-04-25,NYSE
NMR,44,Nomura Holdings Inc ADR American Depositary Shares,2012-10-29,2023-04-26,NYSE
FULT,44,Fulton Financial Corporation - Common Stock,2012-10-17,2023-04-19,NASDAQ
GWW,44,"W.W. Grainger, Inc. Common Stock",2012-11-12,2023-04-27,NYSE
ENPH,44,"Enphase Energy, Inc. - Common Stock",2013-02-26,2023-04-25,NASDAQ
EXTR,44,"Extreme Networks, Inc. - Common Stock",2012-10-31,2023-04-26,NASDAQ
HII,44,"Huntington Ingalls Industries, Inc. Common Stock",2012-11-08,2023-05-04,NYSE
VRSK,44,"Verisk Analytics, Inc. - Common Stock",2012-11-02,2023-05-03,NASDAQ
MED,44,MEDIFAST INC Common Stock,2012-11-06,2023-05-01,NYSE
TAC,44,TransAlta Corporation Ordinary Shares,2012-10-26,2023-05-05,NYSE
DTE,44,DTE Energy Company Common Stock,2012-10-24,2023-04-27,NYSE
LII,44,"Lennox International, Inc. Common Stock",2012-10-22,2023-04-27,NYSE
GEF,44,Greif Inc. Class A Common Stock,2012-12-12,2023-03-02,NYSE
MRCY,44,Mercury Systems Inc - Common Stock,2013-04-30,2023-05-02,NASDAQ
FANG,44,"Diamondback Energy, Inc. - Common Stock",2013-02-26,2023-05-02,NASDAQ
AGEN,44,Agenus Inc. - Common Stock,2012-10-27,2023-05-09,NASDAQ
DB,44,Deutsche Bank AG Common Stock,2012-10-30,2023-04-27,NYSE
AJG,44,Arthur J. Gallagher & Co. Common Stock,2012-10-31,2023-04-27,NYSE
BKD,44,Brookdale Senior Living Inc. Common Stock,2012-11-02,2023-05-09,NYSE
BXC,44,Bluelinx Holdings Inc. Common Stock,2012-11-01,2023-05-03,NYSE
CYCC,44,"Cyclacel Pharmaceuticals, Inc. - Common Stock",2012-11-12,2023-05-11,NASDAQ
AMSC,44,American Superconductor Corporation - Common Stock,2012-11-06,2023-06-01,NASDAQ
CXW,44,Corrections Corporation of America Common Stock,2012-11-08,2023-05-04,NYSE
FIBK,44,"First Interstate BancSystem, Inc. - Common Stock",2013-01-29,2023-04-29,NASDAQ
SLAB,44,"Silicon Laboratories, Inc. - Common Stock",2012-10-24,2023-04-26,NASDAQ
AER,44,Aercap Holdings N.V. Ordinary Shares,2013-02-20,2023-05-02,NYSE
AYX,44,AYX,2017-08-02,2023-06-08,NASDAQ
ENTG,44,"Entegris, Inc. - Common Stock",2012-10-24,2023-05-11,NASDAQ
O,43,Realty Income Corporation Common Stock,2012-10-25,2023-05-04,NYSE
HPE,43,HPE,2016-03-04,2023-05-30,NASDAQ
RES,43,"RPC, Inc. Common Stock",2012-10-24,2023-04-26,NYSE
FRO,43,Frontline Ltd. Ordinary Shares,2012-11-30,2023-05-31,NYSE
SIMO,43,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",2012-10-25,2022-01-27,NASDAQ
UVV,43,Universal Corporation Common Stock,2012-11-06,2023-05-24,NYSE
BWEN,43,"Broadwind, Inc. - Common Stock",2012-11-07,2023-05-11,NASDAQ
SIG,43,Signet Jewelers Limited Common Shares,2013-03-28,2023-03-16,NYSE
BLDP,43,"Ballard Power Systems, Inc. - Common Shares",2012-10-31,2023-05-10,NASDAQ
ABR,43,Arbor Realty Trust Common Stock,2012-11-02,2023-05-05,NYSE
TOL,43,Toll Brothers Inc. Common Stock,2012-12-04,2023-05-24,NYSE
LECO,43,"Lincoln Electric Holdings, Inc. - Common Shares",2012-10-31,2023-04-27,NASDAQ
MOD,43,Modine Manufacturing Company Common Stock,2012-11-06,2023-05-25,NYSE
VMI,43,"Valmont Industries, Inc. Common Stock",2012-10-19,2023-04-21,NYSE
OC,43,Owens Corning Inc Common Stock New,2012-10-24,2023-04-26,NYSE
HRZN,43,Horizon Technology Finance Corporation - Common Stock,2012-11-07,2023-05-03,NASDAQ
HEI,43,Heico Corporation Common Stock,2013-02-21,2023-05-23,NYSE
PBI,43,Pitney Bowes Inc. Common Stock,2012-11-01,2023-05-05,NYSE
CPSI,43,"Computer Programs and Systems, Inc. - Common Stock",2012-10-26,2023-05-12,NASDAQ
DEI,43,"Douglas Emmett, Inc. Common Stock",2012-11-07,2023-05-07,NYSE
BBW,43,Build,2012-10-25,2023-05-25,NYSE
CSL,43,Carlisle Companies Incorporated Common Stock,2012-10-23,2023-04-27,NYSE
BKH,43,Black Hills Corporation Common Stock,2012-11-08,2023-05-04,NYSE
CUTR,43,"Cutera, Inc. - Common Stock",2012-11-05,2023-05-09,NASDAQ
EBIX,43,"Ebix, Inc. - Common Stock",2012-11-08,2023-05-10,NASDAQ
CEVA,43,"CEVA, Inc. - Common Stock",2012-11-01,2023-05-10,NASDAQ
DLX,43,Deluxe Corporation Common Stock,2012-10-25,2023-05-06,NYSE
DGX,43,Quest Diagnostics Incorporated Common Stock,2012-11-16,2023-04-27,NYSE
ARE,43,"Alexandria Real Estate Equities, Inc. Common Stock",2012-10-29,2023-04-25,NYSE
ACN,43,Accenture plc. Class A Ordinary Shares (Ireland),2012-12-19,2023-03-23,NYSE
AMRS,43,"Amyris, Inc. - Common Stock",2012-11-06,2023-05-09,NASDAQ
PBH,43,"Prestige Brand Holdings, Inc. Common Stock",2013-02-07,2023-05-06,NYSE
MERC,43,Mercer International Inc. - Common Stock,2012-11-02,2023-05-05,NASDAQ
SF,43,Stifel Financial Corporation Common Stock,2012-11-05,2023-04-26,NYSE
NPTN,43,NeoPhotonics Corporation Common Stock,2012-11-02,2021-08-03,NYSE
SXT,43,Sensient Technologies Corporation Common Stock,2013-02-08,2023-04-28,NYSE
OFG,43,OFG Bancorp Common Stock,2013-02-08,2023-04-20,NYSE
ZEUS,43,"Olympic Steel, Inc. - Common Stock",2012-11-08,2023-05-05,NASDAQ
SPB,43,"Spectrum Brands Holdings, Inc. Common Stock",2012-11-14,2023-05-12,NYSE
SCS,43,Steelcase Inc. Common Stock,2012-12-20,2023-03-23,NYSE
BERY,43,"Berry Plastics Group, Inc. Common Stock",2012-11-27,2023-05-04,NYSE
IEX,43,IDEX Corporation Common Stock,2012-10-23,2023-04-27,NYSE
WAL,43,Western Alliance Bancorporation Common Stock (DE),2013-01-25,2023-04-19,NYSE
SKX,43,"Skechers U.S.A., Inc. Common Stock",2012-10-24,2023-04-28,NYSE
IDA,43,"IDACORP, Inc. Common Stock",2013-02-21,2023-05-07,NYSE
UPS,43,"United Parcel Service, Inc. Common Stock",2012-10-23,2023-04-25,NYSE
SLGN,43,SLGN,2012-10-24,2023-04-26,NASDAQ
NNN,43,National Retail Properties Common Stock,2012-11-05,2023-05-02,NYSE
CNX,43,CONSOL Energy Inc. Common Stock,2012-10-25,2023-04-27,NYSE
BP,43,BP p.l.c. Common Stock,2012-10-30,2023-05-02,NYSE
TAST,43,"Carrols Restaurant Group, Inc. - Common Stock",2012-11-06,2023-05-11,NASDAQ
TYL,43,"Tyler Technologies, Inc. Common Stock",2013-02-07,2023-04-27,NYSE
GES,43,"Guess?, Inc. Common Stock",2012-11-28,2023-05-24,NYSE
LEA,43,Lear Corporation Common Stock,2012-10-26,2023-04-27,NYSE
MKTX,43,"MarketAxess Holdings, Inc. - Common Stock",2013-01-30,2023-04-26,NASDAQ
MTG,43,MGIC Investment Corporation Common Stock,2012-11-09,2023-05-04,NYSE
UNIT,43,Uniti Group Inc. - Common Stock,2017-04-11,2023-05-04,NASDAQ
SBRA,43,"Sabra Health Care REIT, Inc. - Common Stock",2013-02-28,2023-05-04,NASDAQ
CBOE,43,CBOE,2012-11-01,2023-05-05,NASDAQ
PAYX,43,"Paychex, Inc. - Common Stock",2012-12-20,2023-03-29,NASDAQ
NOV,43,"National Oilwell Varco, Inc. Common Stock",2012-10-25,2023-04-27,NYSE
AMRC,43,"Ameresco, Inc. Class A Common Stock",2012-11-08,2023-05-01,NYSE
DIN,43,"DineEquity, Inc Common Stock",2013-02-27,2023-05-03,NYSE
NBR,43,Nabors Industries Ltd.,2012-10-24,2023-04-25,NYSE
AMED,43,Amedisys Inc - Common Stock,2012-11-06,2023-02-16,NASDAQ
WRE,43,Washington Real Estate Investment Trust Common Stock,2012-10-26,2022-07-29,NYSE
PSMT,43,"PriceSmart, Inc. - Common Stock",2012-10-31,2023-04-11,NASDAQ
WYNN,43,"Wynn Resorts, Limited - Common Stock",2012-10-24,2023-05-09,NASDAQ
GTLS,43,GTLS,2012-11-02,2023-04-28,NASDAQ
NAVB,43,NAVB,2012-11-09,2023-03-21,NYSE
BOH,43,Bank of Hawaii Corporation Common Stock,2012-10-22,2023-04-24,NYSE
LFUS,43,"Littelfuse, Inc. - Common Stock",2013-02-05,2023-05-03,NASDAQ
ATR,43,"AptarGroup, Inc. Common Stock",2012-11-02,2023-04-28,NYSE
CDXS,43,"Codexis, Inc. - Common Stock",2012-11-07,2023-02-23,NASDAQ
PPC,43,Pilgrim's Pride Corporation - Common Stock,2012-10-26,2023-04-27,NASDAQ
LTRX,43,"Lantronix, Inc. - Common Stock",2013-02-01,2023-05-10,NASDAQ
FCF,43,First Commonwealth Financial Corporation Common Stock,2013-01-30,2023-04-26,NYSE
LTBR,43,Lightbridge Corporation - Common Stock,2012-11-09,2023-05-11,NASDAQ
VNDA,43,Vanda Pharmaceuticals Inc. - Common Stock,2012-11-08,2023-05-03,NASDAQ
CI,43,Cigna Corporation Common Stock,2012-11-01,2023-05-05,NYSE
UMC,43,United Microelectronics Corporation (NEW) Common Stock,2012-10-31,2023-04-26,NYSE
MDRX,43,Veradigm Inc. - common stock,2012-11-08,2022-11-05,NASDAQ
WSM,43,Williams,2012-11-14,2023-05-23,NYSE
ASYS,43,"Amtech Systems, Inc. - Common Stock",2012-12-05,2023-05-10,NASDAQ
AWI,43,Armstrong World Industries Inc Common Stock,2012-10-31,2023-04-25,NYSE
BYD,43,Boyd Gaming Corporation Common Stock,2012-11-01,2023-04-25,NYSE
SRCL,43,"Stericycle, Inc. - Common Stock",2012-10-24,2023-04-27,NASDAQ
HUM,43,Humana Inc. Common Stock,2012-11-05,2023-04-26,NYSE
AXTI,43,AXT Inc - Common Stock,2012-11-01,2023-04-27,NASDAQ
USNA,43,"USANA Health Sciences, Inc. Common Stock",2012-10-24,2023-04-26,NYSE
ATSG,43,"Air Transport Services Group, Inc - Common Stock",2012-11-09,2023-05-05,NASDAQ
KFRC,43,"Kforce, Inc. - Common Stock",2012-10-30,2023-05-08,NASDAQ
MMC,43,"Marsh & McLennan Companies, Inc. Common Stock",2012-11-06,2023-04-20,NYSE
LANC,43,Lancaster Colony Corporation - Common Stock,2013-01-31,2023-05-06,NASDAQ
MWA,43,MUELLER WATER PRODUCTS Common Stock,2012-10-31,2023-05-12,NYSE
GBDC,43,"Golub Capital BDC, Inc. - Closed End Fund",2012-11-29,2023-05-09,NASDAQ
R,43,"Ryder System, Inc. Common Stock",2012-10-23,2023-04-26,NYSE
AYR,43,Aircastle Limited Common Stock,2012-11-06,2023-04-25,NYSE
HA,43,"Hawaiian Holdings, Inc. - Common Stock",2012-10-23,2023-04-25,NASDAQ
NYMT,43,"New York Mortgage Trust, Inc. - Common Stock",2012-11-09,2023-05-04,NASDAQ
VC,43,Visteon Corporation - Common Stock,2012-11-01,2023-04-27,NYSE
NUS,43,"Nu Skin Enterprises, Inc. Common Stock",2012-10-31,2023-05-03,NYSE
AWR,43,American States Water Company Common Stock,2012-11-05,2023-05-11,NYSE
CNTY,43,"Century Casinos, Inc. - Common Stock",2013-03-28,2023-05-09,NASDAQ
INGR,43,Ingredion Incorporated Common Stock,2013-02-07,2023-05-03,NYSE
UHS,43,"Universal Health Services, Inc. Common Stock",2012-10-31,2023-04-26,NYSE
BRO,43,"Brown & Brown, Inc. Common Stock",2013-02-04,2023-04-25,NYSE
AIT,43,"Applied Industrial Technologies, Inc. Common Stock",2013-01-31,2023-04-27,NYSE
CSV,43,"Carriage Services, Inc. Common Stock",2013-02-26,2023-05-05,NYSE
RE,43,"Everest Re Group, Ltd. Common Stock",2012-10-25,2023-05-02,NYSE
DD,43,E.I. du Pont de Nemours and Company Common Stock,2012-10-23,2023-05-02,NYSE
SMSI,43,"Smith Micro Software, Inc. - Common Stock",2012-11-01,2023-05-11,NASDAQ
CVLT,43,"Commvault Systems, Inc. - Common Stock",2012-10-30,2023-05-02,NASDAQ
RIOCF,43,RIOCF,2013-02-14,2023-05-11,OTC
EXLS,43,"ExlService Holdings, Inc. - Common Stock",2013-03-01,2023-04-29,NASDAQ
ELS,43,"Equity Lifestyle Properties, Inc. Common Stock",2013-01-29,2023-04-18,NYSE
ORN,43,Orion Marine Group Inc Common,2013-05-02,2023-05-09,NYSE
NSIT,43,"Insight Enterprises, Inc. - Common Stock",2013-02-14,2023-05-02,NASDAQ
OLN,43,Olin Corporation Common Stock,2012-10-26,2023-04-28,NYSE
SBLK,43,Star Bulk Carriers Corp. - Common Shares,2012-11-30,2023-05-17,NASDAQ
NXST,43,"Nexstar Media Group, Inc. - Common Stock",2012-11-06,2023-05-09,NASDAQ
BCO,43,Brinks Company (The) Common Stock,2013-02-01,2023-05-10,NYSE
TXRH,43,"Texas Roadhouse, Inc. - Common Stock",2012-11-01,2023-05-04,NASDAQ
TLYS,43,"Tilly's, Inc. Common Stock",2013-03-20,2023-06-01,NYSE
LTC,43,"LTC Properties, Inc. Common Stock",2012-11-09,2023-04-28,NYSE
GLAD,43,Gladstone Capital Corporation - Closed End Fund,2012-11-13,2023-05-03,NASDAQ
BKCC,43,BlackRock Capital Investment Corporation - Closed End Fund,2012-11-08,2023-05-02,NASDAQ
FLS,43,Flowserve Corporation Common Stock,2012-10-30,2023-05-02,NYSE
SLRC,43,SLR Investment Corp. - Closed End Fund,2012-11-02,2023-05-11,NASDAQ
IAG,43,Iamgold Corporation Ordinary Shares,2012-11-14,2023-05-12,NYSE
CPLP,43,Capital Product Partners L.P. - common units representing limited partner interests,2012-10-31,2023-05-06,NASDAQ
CMP,43,Compass Minerals Intl Inc Common Stock,2012-10-29,2023-05-10,NYSE
CERS,43,Cerus Corporation - Common Stock,2012-11-07,2023-05-04,NASDAQ
EME,43,"EMCOR Group, Inc. Common Stock",2013-02-26,2023-04-27,NYSE
BFAM,43,Bright Horizons Family Solutions Inc. Common Stock,2013-03-13,2023-05-02,NYSE
WCN,43,"Waste Connections, Inc. Common Stock",2012-10-23,2023-04-27,NYSE
COLM,43,Columbia Sportswear Company - Common Stock,2012-10-25,2023-04-27,NASDAQ
GRMN,43,GRMN,2012-10-31,2023-05-03,NASDAQ
PRI,43,"Primerica, Inc. Common Stock",2012-11-08,2023-05-09,NYSE
OGE,43,OGE Energy Corporation Common Stock,2012-11-07,2023-05-04,NYSE
FNB,43,F.N.B. Corporation Common Stock,2012-10-23,2023-04-20,NYSE
KBR,43,"KBR, Inc. Common Stock",2012-10-25,2023-05-01,NYSE
CRS,43,Carpenter Technology Corporation Common Stock,2012-10-23,2023-04-27,NYSE
TXT,43,Textron Inc. Common Stock,2012-10-17,2023-04-27,NYSE
PGTI,43,PGTI,2012-11-02,2023-05-11,NASDAQ
LNT,43,Alliant Energy Corporation - Common Stock,2012-11-09,2023-05-05,NYSE
AEL,43,American Equity Investment Life Holding Company Common Stock,2013-02-21,2023-05-13,NYSE
ACCO,43,Acco Brands Corporation Common Stock,2012-11-01,2023-05-05,NYSE
EVR,43,Evercore Partners Inc Class A Common Stock,2013-01-30,2023-04-26,NYSE
NFG,43,National Fuel Gas Company Common Stock,2012-11-02,2023-05-04,NYSE
SAM,43,"Boston Beer Company, Inc. (The) Common Stock",2012-11-01,2023-04-27,NYSE
RH,43,Restoration Hardware Holdings Inc. Common Stock,2013-04-18,2023-05-25,NYSE
FIS,43,"Fidelity National Information Services, Inc. Common Stock",2012-11-05,2023-04-27,NYSE
GTY,43,Getty Realty Corporation Common Stock,2012-11-10,2023-04-27,NYSE
STBA,43,"S&T Bancorp, Inc. - Common Stock",2013-04-23,2023-04-20,NASDAQ
TEL,43,TE Connectivity Ltd. New Switzerland Registered Shares,2012-11-05,2023-04-26,NYSE
LNN,43,Lindsay Corporation Common Stock,2012-10-17,2023-04-04,NYSE
