ticker,count,Company,from_date,to_date,stock
VCYT,38,"Veracyte, Inc. - Common Stock",2014-03-18,2023-05-04,NASDAQ
LYG,38,Lloyds Banking Group Plc American Depositary Shares,2012-11-01,2023-02-22,NYSE
TEF,38,Telefonica SA Common Stock,2012-11-07,2023-05-11,NYSE
CSII,38,CSII,2013-05-01,2022-11-05,
PANL,38,Pangaea Logistics Solutions Ltd. - Common Stock,2012-11-07,2023-05-11,NASDAQ
CTHR,38,Charles & Colvard Ltd. - Common Stock,2013-04-25,2023-05-06,NASDAQ
IBTX,38,"Independent Bank Group, Inc - Common Stock",2013-10-29,2023-04-25,NASDAQ
AMC,38,"AMC Entertainment Holdings, Inc. Class A Common Stock",2014-04-29,2023-05-05,NYSE
CY,38,CY,2012-10-18,2019-04-25,
PBPB,38,Potbelly Corporation - Common Stock,2014-02-18,2023-05-06,NASDAQ
RRD,38,RRD,2012-11-01,2022-02-18,
CLSN,38,CLSN,2013-03-18,2022-08-15,
WIX,38,Wix.com Ltd. - Ordinary Shares,2014-02-14,2023-05-17,NASDAQ
HLT,38,Hilton Worldwide Holdings Inc. Common Stock,2014-02-27,2023-04-26,NYSE
SUNS,37,SUNS,2013-02-26,2022-03-02,
IZEA,37,"IZEA Worldwide, Inc. - Common Stock",2013-04-02,2023-05-15,NASDAQ
HFWA,37,Heritage Financial Corporation - Common Stock,2014-07-25,2023-04-20,NASDAQ
IBCP,37,Independent Bank Corporation - Common Stock,2014-07-28,2023-04-29,NASDAQ
TSEM,37,Tower Semiconductor Ltd. - Ordinary Shares,2012-11-15,2021-11-08,NASDAQ
EFOI,37,"Energy Focus, Inc. - Common Stock",2013-03-27,2023-03-24,NASDAQ
NMIH,37,NMI Holdings Inc - Common Stock,2014-03-10,2023-05-02,NASDAQ
AAOI,37,"Applied Optoelectronics, Inc. - Common Stock",2014-02-27,2023-05-04,NASDAQ
ITRN,37,Ituran Location and Control Ltd. - Ordinary Shares,2013-08-05,2023-05-24,NASDAQ
AOSL,37,Alpha and Omega Semiconductor Limited - Common Shares,2013-08-13,2023-05-04,NASDAQ
SHOP,37,SHOP,2016-05-04,2023-05-04,NASDAQ
MT,37,Arcelor Mittal NY Registry Shares NEW,2012-10-31,2023-05-04,NYSE
WATT,37,Energous Corporation - Common Stock,2014-05-14,2023-05-10,NASDAQ
IO,37,Ion Geophysical Corporation Common Stock,2012-11-09,2021-11-06,NYSE
BOKF,37,BOK Financial Corporation - Common Stock,2014-07-30,2023-04-26,NASDAQ
ALG,37,"Alamo Group, Inc. Common Stock",2013-11-08,2023-05-05,NYSE
INGN,37,"Inogen, Inc - Common Stock",2014-08-12,2023-05-05,NASDAQ
BB,37,BB,2017-12-20,2023-03-30,NASDAQ
STL,37,Sterling Bancorp,2012-11-02,2021-10-21,NYSE
MDCA,37,MDCA,2013-04-25,2021-05-08,
VNO,37,Vornado Realty Trust Common Stock,2012-11-02,2023-05-02,NYSE
FATE,37,"Fate Therapeutics, Inc. - Common Stock",2014-03-17,2023-05-03,NASDAQ
SQ,37,SQ,2016-03-09,2023-05-23,NASDAQ
RLGY,37,Realogy Holdings Corp. Common Stock,2013-02-14,2022-04-28,NYSE
GNK,37,GNK,2012-11-01,2023-05-04,NASDAQ
PCTY,37,Paylocity Holding Corporation - Common Stock,2014-05-15,2023-05-04,NASDAQ
PTC,37,PTC Inc. - Common Stock,2014-07-24,2023-04-26,NASDAQ
WSTG,37,WSTG,2013-04-26,2022-08-05,
TRST,37,TrustCo Bank Corp NY - Common Stock,2014-01-22,2023-04-25,NASDAQ
BRX,37,Brixmor Property Group Inc. Common Stock,2014-02-20,2023-05-02,NYSE
PCG,37,Pacific Gas & Electric Co. Common Stock,2012-10-29,2023-05-04,NYSE
ARCB,37,ArcBest Corporation - Common Stock,2014-07-31,2023-04-28,NASDAQ
BLIN,37,"Bridgeline Digital, Inc. - Common Stock",2013-02-14,2023-05-16,NASDAQ
LMNX,37,LMNX,2013-02-04,2021-02-08,
CLS,37,"Celestica, Inc. Common Stock",2013-01-22,2023-04-27,NYSE
LIQT,37,"LiqTech International, Inc. - Common Stock",2013-05-14,2023-05-11,NYSE
DGLY,37,"Digital Ally, Inc. - Common Stock",2013-04-30,2023-05-16,NASDAQ
DISCA,37,DISCA,2012-11-06,2022-02-24,
ISIS,37,ISIS,2012-10-19,2015-11-09,
AAT,37,"American Assets Trust, Inc. Common Stock",2014-02-19,2023-04-26,NYSE
MDP,37,Meredith Corporation Common Stock,2012-10-25,2021-08-12,NYSE
HCP,37,"HashiCorp, Inc. - Class A Common Stock",2012-10-30,2023-06-08,NYSE
ESNT,37,Essent Group Ltd. Common Shares,2014-02-19,2023-05-05,NYSE
SPNS,37,Sapiens International Corporation N.V. - Common Shares,2014-02-26,2023-05-08,NASDAQ
EMRAF,37,EMRAF,2013-05-07,2023-05-12,OTC
IRT,37,IRT,2013-11-01,2023-04-27,NYSE
JW.A,37,"John Wiley & Sons, Inc. Common Stock",2012-12-10,2022-03-08,NYSE
SUMR,37,SUMR,2013-03-12,2021-11-11,
FPLSF,37,FPLSF,2013-05-14,2023-05-06,OTC
MSTR,37,MicroStrategy Incorporated - Class A Common Stock,2013-08-20,2023-05-01,NASDAQ
PSB,37,"PS Business Parks, Inc. Common Stock",2013-02-20,2022-02-23,NYSE
ALLE,37,Allegion plc Ordinary Shares,2014-07-31,2023-04-26,NYSE
MDB,37,"MongoDB, Inc. - Class A Common Stock",2017-12-13,2023-06-09,NASDAQ
VOYA,37,"Voya Financial, Inc. Common Stock",2013-08-07,2023-05-03,NYSE
TWLO,37,TWLO,2016-08-08,2023-05-22,NASDAQ
CIB,37,BanColombia S.A. Common Stock,2012-11-06,2023-05-12,NYSE
EC,37,Ecopetrol S.A. American Depositary Shares,2012-10-30,2023-05-15,NYSE
BSAC,37,Banco Santander,2013-08-02,2023-04-28,NYSE
ARMK,37,Aramark Common Stock,2014-05-09,2023-05-09,NYSE
UFS,37,Domtar Corporation (NEW) Common Stock,2012-10-25,2021-05-08,NYSE
SWM,37,Schweitzer,2013-02-07,2022-05-07,NYSE
ECOM,37,ChannelAdvisor Corporation Common Stock,2013-08-08,2022-08-09,NYSE
MODN,37,"Model N, Inc. Common Stock",2014-05-01,2023-05-13,NYSE
GORO,37,GORO,2012-11-15,2023-04-26,NYSE
MDCO,37,MDCO,2013-02-20,2019-10-30,
SSB,37,SouthState Corporation - Common Stock,2014-07-29,2023-04-28,NASDAQ
RNG,37,"Ringcentral, Inc. Class A Common Stock",2014-07-29,2023-05-09,NYSE
TGTX,37,"TG Therapeutics, Inc. - Common Stock",2013-05-14,2023-05-01,NASDAQ
MGI,37,MGI,2012-11-09,2021-10-29,
RANJF,37,RANJF,2013-04-26,2023-04-25,OTC
CPST,37,CPST,2012-11-09,2021-02-09,
HHS,37,"Harte-Hanks, Inc. - Common Stock",2013-01-31,2023-05-03,NYSE
CRZBF,37,CRZBF,2013-08-09,2023-05-17,OTC
SQM,37,Sociedad Quimica y Minera S.A. Common Stock,2012-11-21,2023-05-18,NYSE
FOXF,37,Fox Factory Holding Corp. - Common Stock,2013-11-10,2023-05-07,NASDAQ
ELTK,37,Eltek Ltd. - Ordinary Shares,2013-05-29,2023-05-18,NASDAQ
AMH,37,American Homes 4 Rent Common Shares of Beneficial Interest,2013-11-09,2023-05-05,NYSE
IFCZF,37,IFCZF,2013-05-11,2023-05-11,OTC
OPRX,37,OptimizeRx Corporation - Common Stock,2013-08-14,2023-05-10,NASDAQ
JCOM,37,JCOM,2012-11-01,2021-08-06,
OCC,37,Optical Cable Corporation - Common Stock,2013-06-12,2023-03-13,NASDAQ
ALLY,37,Ally Financial Inc. Common Stock,2014-07-29,2023-04-19,NYSE
ITUB,37,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),2012-10-24,2023-05-08,NYSE
SOHO,37,Sotherly Hotels Inc. - Common Stock,2014-08-08,2023-05-11,NASDAQ
INSM,37,Insmed Incorporated - Common Stock,2012-11-07,2023-05-06,NASDAQ
IMOS,37,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,2012-11-20,2023-05-04,NASDAQ
AMSF,37,"AMERISAFE, Inc. - Common Stock",2014-02-27,2023-04-27,NASDAQ
ARESF,37,ARESF,2013-03-01,2023-05-12,OTC
LDOS,37,"Leidos Holdings, Inc. Common Stock",2014-09-09,2023-05-02,NYSE
CTSO,37,Cytosorbents Corporation - Common Stock,2014-03-31,2023-05-02,NASDAQ
BAP,37,Credicorp Ltd. Common Stock,2013-05-07,2023-05-08,NYSE
UVE,37,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,2013-11-05,2023-04-28,NYSE
CPXWF,37,CPXWF,2014-08-01,2023-05-01,OTC
EZPW,37,"EZCORP, Inc. - Class A Non-Voting Common Stock",2012-11-06,2023-05-06,NASDAQ
GOL,37,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing Pfd Shares,2012-11-15,2023-04-26,NYSE
SABR,37,Sabre Corporation - Common Stock,2014-08-07,2023-05-04,NASDAQ
ACDVF,37,ACDVF,2015-02-11,2023-05-12,OTC
CEQP,37,Crestwood Equity Partners LP,2014-02-26,2023-05-02,NYSE
HY,37,Hyster,2014-02-20,2023-05-05,NYSE
FARM,37,Farmer Brothers Company - Common Stock,2014-09-09,2023-05-10,NASDAQ
BXS,37,"BancorpSouth, Inc. Common Stock",2013-01-24,2021-10-26,NYSE
FRFHF,37,FRFHF,2012-10-26,2023-02-17,OTC
NGL,37,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,2013-02-15,2023-05-31,NYSE
SP,37,SP Plus Corporation - Common Stock,2014-03-06,2023-05-07,NASDAQ
DSNY,36,DSNY,2013-04-16,2023-04-17,OTC
IBP,36,"Installed Building Products, Inc. Common Stock",2014-08-12,2023-05-06,NYSE
CADNF,36,CADNF,2014-08-12,2023-05-13,OTC
RMAX,36,"RE/MAX Holdings, Inc. Class A Common Stock",2013-11-14,2023-05-05,NYSE
KEY,36,KeyCorp Common Stock,2012-10-18,2020-01-23,NYSE
SJI,36,"South Jersey Industries, Inc. Common Stock",2013-02-28,2021-11-06,NYSE
DGICA,36,"Donegal Group, Inc. - Class A Common Stock",2014-02-21,2023-04-29,NASDAQ
UEPS,36,UEPS,2013-02-08,2022-05-11,
DLR,36,"Digital Realty Trust, Inc. Common Stock",2012-10-26,2019-10-29,NYSE
PX,36,"Praxair, Inc. Common Stock",2012-10-24,2023-05-15,NYSE
NVGS,36,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),2014-03-19,2023-05-23,NYSE
XEC,36,Cimarex Energy Co Common Stock,2012-11-02,2021-08-05,NYSE
BEP,36,Brookfield Renewable Energy Partners LP Partnership Units (Bermuda),2013-08-09,2023-05-05,NYSE
CYD,36,China Yuchai International Limited Common Stock,2012-11-12,2023-02-27,NYSE
OFIX,36,Orthofix Medical Inc.  - Common Stock,2013-02-21,2023-05-14,NASDAQ
BELFB,36,Bel Fuse Inc. - Class B Common Stock,2014-02-15,2023-04-29,NASDAQ
ENZ,36,"Enzo Biochem, Inc. Common Stock ($0.01 Par Value)",2013-03-13,2022-12-13,NYSE
OCFC,36,OceanFirst Financial Corp. - Common Stock,2014-07-25,2023-04-21,NASDAQ
DDOG,36,"Datadog, Inc. - Class A Common Stock",2019-11-12,2023-06-08,NASDAQ
PCOM,36,PCOM,2013-05-02,2022-05-11,
CESDF,36,CESDF,2013-03-04,2023-05-12,OTC
RLGT,36,RLGT,2013-05-15,2023-05-10,NYSE
WIN,36,WIN,2012-11-08,2018-12-05,
DOC,36,Physicians Realty Trust Common Shares of Beneficial Interest,2014-08-13,2023-05-04,NYSE
SNSS,36,SNSS,2012-11-08,2020-11-16,
AVID,36,"Avid Technology, Inc. - Common Stock",2014-09-24,2023-05-04,NASDAQ
EVOL,36,EVOL,2012-11-13,2021-08-12,
MX,36,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock",2013-01-31,2023-05-03,NYSE
RGLS,36,Regulus Therapeutics Inc. - Common Stock,2012-11-19,2022-11-10,NASDAQ
MN,36,"Manning & Napier, Inc. Class A Common Stock",2013-02-14,2022-02-08,NYSE
KPTI,36,Karyopharm Therapeutics Inc. - Common Stock,2014-08-08,2023-05-06,NASDAQ
HEAR,36,Turtle Beach Corporation - Common Stock,2014-05-14,2023-05-04,NASDAQ
CDR,36,"Cedar Realty Trust, Inc. Common Stock",2012-11-09,2021-07-29,NYSE
SAN,36,"Banco Santander, S.A. Sponsored ADR (Spain)",2012-10-25,2023-04-25,NYSE
KN,36,Knowles Corporation Common Stock,2014-07-28,2023-04-27,NYSE
RXN,36,Rexnord Corporation Common Stock,2012-11-08,2021-07-21,NYSE
ETH,36,Ethan Allen Interiors Inc. Common Stock,2013-04-24,2021-08-09,NYSE
BLFS,36,"BioLife Solutions, Inc. - Common Stock",2014-08-08,2023-05-10,NASDAQ
WASH,36,"Washington Trust Bancorp, Inc. - Common Stock",2014-01-29,2023-04-24,NASDAQ
MRCC,36,Monroe Capital Corporation - Closed End Fund,2014-08-11,2023-05-11,NASDAQ
INDB,36,Independent Bank Corp. - Common Stock,2014-01-24,2023-04-21,NASDAQ
PAYC,36,"Paycom Software, Inc. Common Stock",2014-08-05,2023-05-02,NYSE
TPCS,36,TechPrecision Corporation - Common stock,2013-08-19,2023-02-14,NASDAQ
BTN,36,BTN,2012-11-09,2022-11-12,NYSE
HSBC,36,"HSBC Holdings, plc. Common Stock",2014-02-24,2023-05-02,NYSE
ATHM,36,"Autohome Inc. American Depositary Shares, each representing one class A ordinary share.",2014-02-24,2023-05-11,NYSE
TWOU,36,"2U, Inc. - Common Stock",2014-08-06,2023-04-27,NASDAQ
OGS,36,"ONE Gas, Inc. Common Stock",2014-08-05,2023-05-02,NYSE
XNCR,36,"Xencor, Inc. - Common Stock",2014-03-19,2023-05-08,NASDAQ
ACFN,36,ACFN,2012-11-08,2023-05-11,OTC
SE,36,Spectra Energy Corp Common Stock,2012-11-01,2023-05-16,NYSE
RPAI,36,"Retail Properties of America, Inc. Class A Common Stock",2012-11-06,2021-05-08,NYSE
WLDN,36,"Willdan Group, Inc. - Common Stock",2014-08-09,2023-05-06,NASDAQ
GLPI,36,"Gaming and Leisure Properties, Inc. - Common Stock",2014-07-29,2023-04-28,NASDAQ
AGRO,36,Adecoagro S.A. Common Shares,2012-11-14,2023-05-12,NYSE
MGNX,36,"MacroGenics, Inc. - Common Stock",2014-08-05,2023-05-09,NASDAQ
TCS,36,Container Store (The) Common Stock,2014-04-29,2023-05-16,NYSE
SYNC,36,SYNC,2012-10-24,2020-11-11,
AT-OLD,36,AT-OLD,2012-11-06,2021-03-05,
EPAY,36,EPAY,2013-02-05,2021-11-09,
DWSN,36,Dawson Geophysical Company - Common Stock,2012-11-14,2021-11-06,NASDAQ
ERJ,36,Embraer S.A. Common Stock,2013-02-06,2023-03-10,NYSE
COMM,36,"CommScope Holding Company, Inc. - Common Stock",2014-02-20,2023-05-04,NASDAQ
TK,36,Teekay Corporation Common Stock,2012-11-08,2022-02-24,NYSE
BABA,36,Alibaba Group Holding Limited American Depositary Shares each representing one Ordinary share,2014-11-04,2023-05-18,NYSE
ROG,36,Rogers Corporation Common Stock,2013-02-20,2023-04-29,NYSE
INGXF,36,INGXF,2013-05-15,2023-05-10,OTC
TNET,36,"TriNet Group, Inc. Common Stock",2014-08-04,2023-04-26,NYSE
COG,36,Cabot Oil & Gas Corporation Common Stock,2012-10-26,2021-07-30,NYSE
TRUE,36,"TrueCar, Inc. - Common Stock",2014-08-08,2023-05-12,NASDAQ
AEG,36,AEGON N.V. Common Stock,2013-02-15,2023-05-17,NYSE
BKEP,36,BKEP,2013-03-14,2022-03-09,
CPS,36,Cooper,2014-02-25,2023-05-06,NYSE
STAR,36,iStar Financial Inc. Common Stock,2014-02-20,2023-02-21,NYSE
FQVLF,36,FQVLF,2013-05-07,2023-04-26,OTC
LADR,36,Ladder Capital Corp Class A Common Stock,2014-08-05,2023-04-27,NYSE
TNDM,36,"Tandem Diabetes Care, Inc. - Common Stock",2014-07-31,2023-05-03,NASDAQ
MMI,36,"Marcus & Millichap, Inc. Common Stock",2014-08-11,2023-05-05,NYSE
RCMT,36,"RCM Technologies, Inc. - Common Stock",2013-05-10,2023-05-11,NASDAQ
KODK,36,Eastman Kodak Company Common New,2014-08-05,2023-05-09,NYSE
RVNC,36,"Revance Therapeutics, Inc. - Common Stock",2014-08-12,2023-05-09,NASDAQ
STMP,36,STMP,2012-10-26,2021-05-06,
PLT,36,"Plantronics, Inc. Common Stock",2012-10-30,2021-07-29,NYSE
CNHI,36,CNH Industrial N.V. Common Shares,2014-08-02,2023-05-05,NYSE
CDNTF,36,CDNTF,2013-05-09,2023-05-11,OTC
BEAT,36,"Heartbeam, Inc. - Common Stock",2013-02-13,2023-05-14,NASDAQ
ODP,36,The ODP Corporation - Common Stock,2012-11-06,2023-05-10,NASDAQ
CSU,36,Capital Senior Living Corporation Common Stock,2013-03-07,2021-11-11,NYSE
SNN,36,"Smith & Nephew SNATS, Inc. Common Stock",2012-11-01,2023-02-21,NYSE
MGIC,36,Magic Software Enterprises Ltd. - Ordinary Shares,2014-08-11,2023-05-18,NASDAQ
QTWO,36,"Q2 Holdings, Inc. Common Stock",2014-08-09,2023-05-09,NYSE
AXTA,36,Axalta Coating Systems Ltd. Common Shares,2015-03-11,2023-05-03,NYSE
LBLCF,36,LBLCF,2014-07-25,2023-05-03,OTC
MC,36,Moelis & Company Class A Common Stock,2014-07-30,2023-04-26,NYSE
VAR,36,"Varian Medical Systems, Inc. Common Stock",2012-10-25,2020-05-04,NYSE
AMPH,36,"Amphastar Pharmaceuticals, Inc. - Common Stock",2014-11-13,2023-05-13,NASDAQ
RFP,36,Resolute Forest Products Inc. Common Stock,2013-02-12,2022-05-05,NYSE
SGC,36,"Superior Group of Companies, Inc. - Common Stock",2014-07-23,2023-05-08,NASDAQ
UIHC,36,United Insurance Holdings Corp. - Common Stock,2014-07-29,2023-05-15,NASDAQ
CO,36,China Cord Blood Corporation Common Stock,2013-02-27,2022-03-01,NYSE
ANIP,36,"ANI Pharmaceuticals, Inc. - Common Stock",2014-08-04,2023-05-08,NASDAQ
PEBO,36,Peoples Bancorp Inc. - Common Stock,2014-10-21,2023-04-25,NASDAQ
BRFS,36,BRF S.A.,2013-04-30,2023-05-16,NYSE
SAWLF,36,SAWLF,2014-08-08,2023-05-12,OTC
LGIH,36,"LGI Homes, Inc. - Common Stock",2014-08-12,2023-05-02,NASDAQ
IMMR,35,Immersion Corporation - Common Stock,2012-11-02,2021-08-16,NASDAQ
FIVN,35,"Five9, Inc. - Common Stock",2014-08-04,2023-05-04,NASDAQ
ARNGF,35,ARNGF,2013-05-14,2023-02-27,OTC
ZURVY,35,ZURVY,2014-02-13,2023-05-17,OTC
ECHO,35,ECHO,2013-02-08,2021-07-28,
REV,35,"Revlon, Inc. New Common Stock",2012-10-25,2022-05-06,NYSE
XNET,35,Xunlei Limited - American Depositary Shares,2014-11-11,2023-05-16,NASDAQ
BRS,35,Bristow Group Inc. Common Stock,2013-02-05,2021-08-07,NYSE
TBPH,35,"Theravance Biopharma, Inc. - Ordinary Shares",2014-11-07,2023-05-08,NASDAQ
UBER,35,UBER,2019-05-30,2023-05-02,NASDAQ
HMSY,35,HMSY,2012-10-26,2020-11-06,
DNB,35,Dun & Bradstreet Corporation (The) Common Stock,2012-10-26,2023-05-06,NYSE
BANC,35,"Banc of California, Inc. Common Stock",2014-03-14,2023-04-20,NYSE
PBCT,35,PBCT,2012-10-18,2021-01-21,
ALDX,35,"Aldeyra Therapeutics, Inc. - Common Stock",2014-11-10,2023-03-09,NASDAQ
HIL,35,"Hill International, Inc. Common Stock",2013-03-12,2022-08-10,NYSE
NRZ,35,New Residential Investment Corp. Common Stock,2014-03-20,2022-05-03,NYSE
CFG,35,"Citizens Financial Group, Inc. Common Stock",2015-01-26,2023-04-19,NYSE
VTNR,35,"Vertex Energy, Inc - Common Stock",2013-03-21,2023-05-09,NASDAQ
FMBI,35,FMBI,2013-04-24,2021-07-20,
MTLS,35,Materialise NV - American Depositary Shares,2014-11-12,2023-04-27,NASDAQ
VOD,35,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,2012-11-13,2023-05-16,NASDAQ
CIM,35,Chimera Investment Corporation Common Stock,2014-08-12,2023-05-04,NYSE
NBN,35,Northeast Bank - Common Stock,2014-07-25,2023-04-25,NASDAQ
EQC,35,Equity Commonwealth Common Shares of Beneficial Interest,2014-11-04,2023-05-06,NYSE
PDS,35,Precision Drilling Corporation Common Stock,2014-10-27,2023-04-26,NYSE
DLNG,35,Dynagas LNG Partners LP Common Units,2014-08-08,2023-03-17,NYSE
GRA,35,W.R. Grace & Co. Common Stock,2012-10-24,2021-02-10,NYSE
CHMI,35,Cherry Hill Mortgage Investment Corporation Common Stock,2014-08-12,2023-05-08,NYSE
PFIE,35,"Profire Energy, Inc. - Common Stock",2014-11-11,2023-05-13,NASDAQ
LOCO,35,"El Pollo Loco Holdings, Inc. - Common Stock",2014-11-06,2023-05-07,NASDAQ
RYAM,35,Rayonier Advanced Materials Inc. Common Stock,2015-01-28,2023-05-10,NYSE
GBNXF,35,GBNXF,2014-08-08,2023-05-02,OTC
BBT,35,BB&T Corporation Common Stock,2012-10-18,2019-10-17,NYSE
CMO,35,Capstead Mortgage Corporation Common Stock,2012-10-26,2021-04-29,NYSE
FLDM,35,FLDM,2013-05-01,2021-11-08,
TSLX,35,"TPG Specialty Lending, Inc. Common Stock",2014-11-06,2023-05-09,NYSE
CYBR,35,CyberArk Software Ltd. - Ordinary Shares,2015-02-13,2023-05-11,NASDAQ
CLGX,35,"CoreLogic, Inc. Common Stock",2012-10-25,2020-07-23,NYSE
APTS,35,APTS,2013-03-12,2021-11-09,NYSE
NUAN,35,NUAN,2012-11-19,2021-02-08,
CSTM,35,Constellium N.V. Ordinary Shares,2014-03-20,2023-04-26,NYSE
LITB,35,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares",2013-08-20,2023-05-26,NYSE
TRNS,35,"Transcat, Inc. - Common Stock",2014-07-30,2023-05-23,NASDAQ
COHR,35,COHR,2013-04-24,2023-02-10,NASDAQ
ASM,35,ASM,2014-08-21,2023-05-11,NYSE
ADT,35,ADT Corporation Common Stock,2013-05-01,2023-05-02,NYSE
CDPYF,35,CDPYF,2013-05-08,2023-05-15,OTC
EKTAF,35,EKTAF,2013-06-06,2023-05-25,OTC
NTIC,35,Northern Technologies International Corporation - Common Stock,2014-11-12,2023-04-13,NASDAQ
JCP,35,"J.C. Penney Company, Inc. Holding Company Common Stock",2013-02-27,2020-02-27,NYSE
JD,35,"JD.com, Inc. - American Depositary Shares",2014-11-17,2023-05-11,NASDAQ
TIVO,35,TIVO,2012-11-28,2020-05-06,
SREV,35,SREV,2013-05-09,2022-02-23,
CHT,35,"Chunghwa Telecom Co., Ltd.",2012-10-26,2023-05-13,NYSE
AMBC,35,AMBC,2014-08-12,2023-05-12,NASDAQ
BDRFF,35,BDRFF,2013-05-02,2023-04-26,OTC
TGP,35,Teekay LNG Partners L.P.,2012-11-09,2021-08-05,NYSE
WFCF,35,"Where Food Comes From, Inc. - Common Stock",2014-11-03,2023-05-15,NASDAQ
BNFT,35,BNFT,2014-03-07,2022-08-03,
YRCW,35,YRCW,2012-11-02,2021-02-04,
KEM,35,Kemet Corporation New Common Stock,2012-11-01,2020-05-14,NYSE
SNE,35,Sony Corporation Common Stock,2012-11-01,2021-02-03,NYSE
AMS,35,AMS,2013-04-01,2023-05-12,NYSE
SDVKF,35,SDVKF,2014-07-17,2023-04-21,OTC
DAIO,35,Data I/O Corporation - Common Stock,2014-07-31,2023-04-29,NASDAQ
PAHC,35,Phibro Animal Health Corporation - Class A Common Stock,2014-11-12,2023-05-06,NASDAQ
TRQ,35,Turquoise Hill Resources Ltd. Ordinary Shares,2013-03-26,2022-08-05,NYSE
GTIM,35,Good Times Restaurants Inc. - Common Stock,2014-12-09,2023-05-13,NASDAQ
SAFM,35,SAFM,2013-02-14,2021-05-27,
CDNA,35,"CareDx, Inc. - Common Stock",2014-11-10,2023-05-12,NASDAQ
ABCB,35,Ameris Bancorp - Common Stock,2015-01-30,2023-04-28,NASDAQ
NAVI,35,Navient Corporation - Common Stock,2015-01-22,2023-04-26,NASDAQ
SYF,35,Synchrony Financial Common Stock,2015-01-23,2023-04-19,NYSE
KT,35,KT Corporation Common Stock,2013-02-01,2023-05-11,NYSE
SWI,35,"Solarwinds, Inc. Common Stock",2012-10-25,2023-04-27,NYSE
OCUL,35,"Ocular Therapeutix, Inc. - Common Stock",2014-11-12,2023-05-08,NASDAQ
ALSK,35,ALSK,2012-11-02,2020-11-07,
MBT,35,Mobile TeleSystems OJSC,2012-11-14,2022-08-18,NYSE
CONE,35,CONE,2013-02-26,2021-10-28,
STI,35,"SunTrust Banks, Inc. Common Stock",2012-10-22,2019-10-17,NYSE
ZAGG,35,ZAGG,2012-11-02,2020-11-09,
CVEO,35,Civeo Corporation Common Stock,2015-03-13,2023-04-28,NYSE
MDWD,35,MediWound Ltd. - Ordinary Shares,2014-11-05,2023-05-30,NASDAQ
CARA,35,"Cara Therapeutics, Inc. - Common Stock",2014-08-09,2023-05-15,NASDAQ
BDRBF,35,BDRBF,2012-11-07,2023-04-27,OTC
DAKT,35,"Daktronics, Inc. - Common Stock",2012-11-20,2023-03-08,NASDAQ
CSOD,35,CSOD,2012-11-12,2021-05-09,
LEE,35,"Lee Enterprises, Incorporated - Common Stock",2014-08-07,2023-05-07,NYSE
APC,35,Anadarko Petroleum Corporation Common Stock,2012-10-30,2019-02-06,NYSE
OUT,35,OUTFRONT Media Inc. Common Stock,2015-02-26,2023-05-03,NYSE
ICCC,35,ImmuCell Corporation - Common Stock,2014-11-12,2023-05-12,NASDAQ
TMOAF,35,TMOAF,2013-07-25,2023-04-14,OTC
ARKR,35,Ark Restaurants Corp. - Common Stock,2013-02-13,2023-05-16,NASDAQ
QUMU,35,QUMU,2014-02-24,2022-10-30,
MANU,35,Manchester United Ltd. Class A Ordinary Shares,2013-02-14,2022-09-22,NYSE
RARE,35,Ultragenyx Pharmaceutical Inc. - Common Stock,2015-03-25,2023-05-04,NASDAQ
LNTH,35,"Lantheus Holdings, Inc. - Common Stock",2014-11-12,2023-05-04,NASDAQ
STFC,35,STFC,2012-11-06,2021-05-09,
MLHR,35,MLHR,2013-03-21,2021-09-29,
CIT,35,CIT Group Inc (DEL) Common Stock,2012-10-23,2020-07-21,NYSE
CCMP,35,CCMP,2013-04-25,2021-11-11,
TTOO,35,"T2 Biosystems, Inc. - Common Stock",2014-11-04,2023-05-23,NASDAQ
IRMD,35,iRadimed Corporation - Common Stock,2015-02-05,2023-05-08,NASDAQ
TSC,35,TSC,2013-07-25,2021-10-21,
VJET,35,voxeljet AG - American Depositary Shares,2014-03-28,2023-05-19,NYSE
ETFC,35,ETFC,2012-10-18,2020-01-23,
GURE,34,"Gulf Resources, Inc. - Common Stock",2012-11-09,2023-05-16,NASDAQ
EPZM,34,EPZM,2013-09-11,2022-05-10,
VRS,34,Verso Corporation Common Stock,2012-11-13,2021-11-05,NYSE
OPTT,34,OPTT,2012-12-14,2023-03-14,NASDAQ
RDS.A,34,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares),2012-11-01,2021-07-31,NYSE
TRUP,34,"Trupanion, Inc. - Common Stock",2015-02-12,2023-05-04,NYSE
WTBA,34,West Bancorporation - Common Stock,2015-01-30,2023-04-29,NASDAQ
CTRE,34,CTRE,2015-02-12,2023-05-11,NASDAQ
ORKLY,34,ORKLY,2014-11-02,2023-05-14,OTC
